-,-,-
375.0,312.0,170.0
414.0,303.0,169.2
416.0,275.0,168.9
387.0,290.0,168.7
423.0,299.0,168.7
409.0,297.0,168.7
416.0,304.0,168.7
417.0,319.0,168.6
409.0,312.0,168.3
347.0,319.0,167.7
336.0,333.0,167.4
256.0,471.0,165.9
162.0,515.0,164.7
21.0,442.0,161.6
53.0,630.0,160.2
164.0,471.0,160.1
255.0,365.0,162.3
464.0,219.0,166.1
505.0,59.0,167.9
739.0,-103.0,170.8
905.0,-370.0,171.7
1011.0,-401.0,171.3
955.0,-457.0,171.3
814.0,-323.0,173.4
633.0,-190.0,173.6
474.0,-237.0,171.4
368.0,-40.0,167.2
282.0,61.0,165.2
53.0,247.0,162.9
-135.0,752.0,162.0
-220.0,893.0,161.6
-396.0,1181.0,159.4
-501.0,1048.0,155.1
-149.0,877.0,152.8
38.0,559.0,153.4
272.0,279.0,158.0
219.0,131.0,160.9
647.0,-311.0,166.1
793.0,-522.0,168.9
1221.0,-726.0,169.2
1172.0,-800.0,169.6
1035.0,-547.0,172.6
758.0,-431.0,174.3
462.0,-289.0,175.8
277.0,12.0,174.9
103.0,128.0,173.9
79.0,572.0,170.7
-26.0,742.0,168.7
-319.0,885.0,167.7
-249.0,1027.0,164.2
-195.0,1025.0,158.4
-168.0,726.0,154.8
96.0,572.0,149.7
267.0,285.0,150.6
320.0,87.0,152.3
489.0,-122.0,156.9
670.0,-355.0,160.5
810.0,-424.0,161.1
996.0,-683.0,160.2
748.0,-522.0,161.0
593.0,-276.0,161.2
581.0,-213.0,159.5
130.0,107.0,159.2
575.0,345.0,159.4
217.0,575.0,160.9
46.0,709.0,163.6
221.0,699.0,164.6
146.0,399.0,167.8
165.0,217.0,175.5
591.0,224.0,180.7
157.0,-8.0,189.8
386.0,-38.0,193.8
262.0,-174.0,195.5
263.0,61.0,199.8
142.0,192.0,205.6
39.0,272.0,208.3
12.0,338.0,211.4
25.0,369.0,212.4
52.0,330.0,211.8
96.0,236.0,209.4
206.0,126.0,206.6
227.0,102.0,205.5
203.0,114.0,204.1
213.0,133.0,203.7
184.0,148.0,203.8
84.0,152.0,203.9
179.0,203.0,203.5
168.0,242.0,203.7
226.0,269.0,204.0
233.0,289.0,204.4
240.0,299.0,204.5
235.0,312.0,204.4
266.0,290.0,203.9
-,-,-
424.0,154.0,156.7
427.0,151.0,156.4
431.0,139.0,155.8
444.0,120.0,155.2
444.0,124.0,155.0
447.0,133.0,155.2
432.0,141.0,155.7
431.0,162.0,155.9
442.0,139.0,155.9
449.0,133.0,155.9
440.0,161.0,155.7
467.0,159.0,154.9
468.0,125.0,154.2
486.0,124.0,152.2
501.0,125.0,150.1
441.0,96.0,149.4
301.0,244.0,149.1
260.0,423.0,149.3
-13.0,594.0,148.8
-38.0,725.0,147.2
87.0,518.0,146.0
184.0,447.0,145.8
322.0,194.0,148.0
425.0,-156.0,154.0
436.0,-241.0,157.6
789.0,-640.0,162.4
931.0,-961.0,162.2
1085.0,-916.0,161.4
799.0,-731.0,161.6
410.0,-518.0,158.9
413.0,-401.0,156.9
181.0,-195.0,151.9
68.0,246.0,147.9
0.0,493.0,147.0
-122.0,997.0,146.4
-278.0,1310.0,147.8
-508.0,1324.0,147.9
-148.0,944.0,144.4
17.0,463.0,145.2
130.0,408.0,146.4
254.0,-24.0,150.6
597.0,-499.0,155.9
502.0,-588.0,158.3
967.0,-1027.0,161.4
872.0,-1136.0,161.6
844.0,-864.0,162.4
695.0,-712.0,165.0
367.0,-322.0,164.4
234.0,-140.0,162.8
205.0,60.0,157.8
137.0,370.0,153.3
73.0,562.0,152.3
-264.0,1169.0,152.3
-406.0,1455.0,153.4
-254.0,1074.0,152.7
-202.0,960.0,152.8
-52.0,501.0,158.0
18.0,318.0,160.8
