-,-,-
105.0,348.0,213.7
125.0,426.0,214.0
91.0,336.0,214.2
60.0,313.0,214.7
120.0,415.0,215.1
54.0,394.0,215.9
39.0,400.0,215.9
20.0,405.0,216.4
20.0,421.0,216.1
38.0,423.0,215.8
82.0,408.0,215.2
85.0,403.0,214.5
215.0,600.0,214.0
316.0,557.0,213.6
87.0,315.0,214.7
105.0,219.0,223.3
-70.0,251.0,244.5
-196.0,124.0,262.8
-160.0,-3.0,308.9
-157.0,-223.0,-270.1
-215.0,33.0,-254.1
-15.0,-217.0,-240.0
2.0,-117.0,-231.8
-129.0,-200.0,-228.8
-16.0,-214.0,-230.3
-130.0,-327.0,-236.8
-126.0,-217.0,-250.1
-143.0,-218.0,303.2
-158.0,347.0,215.7
-7.0,190.0,198.7
-21.0,549.0,181.9
85.0,403.0,174.7
-68.0,398.0,172.6
26.0,253.0,170.1
143.0,458.0,169.4
86.0,462.0,169.1
143.0,570.0,169.4
-29.0,511.0,172.9
192.0,169.0,179.4
-90.0,-333.0,-152.9
-196.0,-438.0,-140.6
8.0,-416.0,-136.1
152.0,-389.0,-128.3
422.0,-431.0,-121.5
420.0,-444.0,-119.1
494.0,-335.0,-114.5
335.0,-374.0,-104.9
366.0,-358.0,-96.7
110.0,-276.0,-66.5
245.0,173.0,-17.4
117.0,712.0,1.4
49.0,189.0,19.2
650.0,-260.0,27.5
509.0,-315.0,31.7
216.0,323.0,40.3
326.0,94.0,42.3
102.0,178.0,42.0
454.0,99.0,40.9
461.0,168.0,40.3
465.0,166.0,39.7
495.0,167.0,38.4
459.0,130.0,37.9
445.0,135.0,38.0
453.0,110.0,38.8
442.0,66.0,40.4
487.0,20.0,42.0
380.0,104.0,46.9
466.0,123.0,53.1
459.0,179.0,56.3
321.0,132.0,63.7
139.0,168.0,71.1
60.0,186.0,74.7
259.0,256.0,82.5
91.0,265.0,89.3
83.0,280.0,91.7
189.0,233.0,95.0
203.0,214.0,97.9
182.0,195.0,99.9
144.0,218.0,104.6
151.0,255.0,109.4
165.0,256.0,111.4
226.0,279.0,113.9
215.0,248.0,114.8
270.0,239.0,115.3
277.0,195.0,117.2
197.0,178.0,122.2
218.0,260.0,125.1
240.0,310.0,129.5
212.0,261.0,133.6
212.0,253.0,135.8
-,-,-
267.0,506.0,170.9
204.0,462.0,170.6
206.0,427.0,171.0
199.0,513.0,170.5
225.0,475.0,170.1
238.0,470.0,170.3
248.0,442.0,170.2
239.0,447.0,170.3
226.0,485.0,171.0
295.0,734.0,171.2
402.0,597.0,172.9
387.0,518.0,175.5
147.0,440.0,187.2
-105.0,159.0,212.9
-111.0,113.0,233.7
-254.0,33.0,277.7
-198.0,139.0,290.9
-237.0,86.0,306.4
-424.0,-161.0,309.1
-25.0,-219.0,299.9
-52.0,-44.0,235.0
-84.0,39.0,161.2
-118.0,62.0,144.8
117.0,249.0,128.1
133.0,301.0,122.6
186.0,510.0,121.1
252.0,475.0,118.3
242.0,284.0,116.1
209.0,299.0,115.2
466.0,519.0,111.0
534.0,445.0,102.5
308.0,158.0,96.3
317.0,799.0,75.5
223.0,-346.0,4.2
95.0,-684.0,-46.9
134.0,-255.0,-87.0
318.0,-445.0,-96.8
342.0,-257.0,-98.3
249.0,-175.0,-98.6
206.0,-367.0,-94.9
308.0,-196.0,-88.9
189.0,-204.0,-68.6
78.0,-373.0,-41.6
132.0,-260.0,-24.2
343.0,152.0,5.0
493.0,-3.0,21.3
407.0,273.0,28.1
291.0,295.0,34.2
362.0,162.0,33.4
461.0,190.0,32.9
403.0,165.0,32.3
418.0,118.0,31.8
394.0,220.0,31.7
387.0,133.0,31.5
391.0,177.0,31.8
378.0,172.0,32.4
519.0,87.0,34.5
249.0,199.0,38.6
444.0,141.0,41.2
455.0,153.0,46.7
279.0,186.0,52.8
248.0,254.0,56.1
251.0,277.0,62.4
206.0,292.0,68.2
185.0,240.0,70.6
149.0,289.0,75.0
172.0,269.0,78.4
178.0,268.0,80.0
192.0,272.0,83.2
199.0,309.0,86.4
215.0,316.0,87.7
170.0,290.0,90.5
139.0,267.0,93.1
145.0,271.0,94.0
195.0,278.0,95.6
180.0,315.0,97.1
219.0,314.0,97.5
252.0,302.0,97.9
237.0,303.0,98.5
257.0,287.0,98.8
193.0,300.0,99.5
155.0,302.0,100.3
174.0,318.0,100.5
165.0,308.0,100.9
128.0,293.0,101.4
149.0,295.0,101.7
133.0,306.0,102.2
113.0,297.0,102.5
154.0,305.0,102.4
199.0,302.0,102.1
-,-,-
1.0,462.0,170.0
10.0,454.0,170.1
22.0,453.0,169.9
30.0,448.0,169.6
35.0,467.0,169.5
54.0,469.0,169.2
49.0,470.0,169.1
23.0,449.0,169.0
14.0,453.0,168.9
14.0,483.0,168.5
21.0,455.0,168.1
34.0,487.0,167.8
20.0,442.0,167.1
31.0,439.0,166.5
77.0,486.0,166.1
88.0,426.0,165.4
103.0,449.0,165.2
99.0,463.0,165.2
147.0,670.0,165.4
201.0,621.0,165.9
85.0,486.0,168.9
-130.0,115.0,176.4
-112.0,179.0,182.9
-293.0,66.0,202.9
-183.0,-13.0,230.4
-98.0,-78.0,245.2
-61.0,54.0,267.4
-4.0,104.0,282.8
6.0,151.0,288.3
0.0,72.0,297.9
68.0,-34.0,302.6
50.0,2.0,299.2
18.0,-84.0,270.8
-26.0,-17.0,217.3
48.0,81.0,196.1
-23.0,293.0,172.2
-194.0,22.0,166.0
-170.0,263.0,166.4
-328.0,-23.0,169.7
-257.0,58.0,171.7
-254.0,65.0,171.6
-68.0,505.0,169.1
-135.0,475.0,168.4
36.0,7.0,170.1
-97.0,232.0,187.1
-112.0,-197.0,-242.4
57.0,-157.0,-188.2
162.0,-404.0,-165.0
257.0,-204.0,-157.0
423.0,-290.0,-154.3
336.0,-259.0,-150.7
348.0,-184.0,-147.7
345.0,-208.0,-146.2
273.0,-366.0,-141.6
313.0,-320.0,-133.6
319.0,-108.0,-126.8
13.0,0.0,-101.1
-204.0,28.0,-52.0
-79.0,112.0,-29.6
-80.0,154.0,-3.3
-163.0,117.0,16.6
4.0,108.0,21.3
5.0,-25.0,24.7
161.0,143.0,25.1
189.0,142.0,25.2
237.0,147.0,24.5
225.0,129.0,23.8
251.0,158.0,23.4
200.0,94.0,22.7
158.0,77.0,22.3
149.0,68.0,22.3
122.0,66.0,22.4
130.0,83.0,22.5
130.0,72.0,22.6
148.0,94.0,22.5
180.0,113.0,22.5
187.0,120.0,22.4
164.0,86.0,22.3
167.0,84.0,22.0
157.0,85.0,21.9
155.0,84.0,21.8
151.0,65.0,21.8
165.0,86.0,21.9
136.0,102.0,22.6
129.0,106.0,23.0
166.0,100.0,23.5
165.0,89.0,23.7
162.0,78.0,23.7
173.0,85.0,23.8
176.0,85.0,24.0
138.0,86.0,25.1
129.0,79.0,26.5
128.0,91.0,27.2
130.0,103.0,28.2
133.0,109.0,28.9
118.0,111.0,30.0
113.0,87.0,30.4
115.0,87.0,30.7
127.0,86.0,31.0
154.0,86.0,31.1
164.0,77.0,32.0
166.0,74.0,32.7
214.0,23.0,35.2
126.0,82.0,41.0
107.0,93.0,44.2
-,-,-
-78.0,315.0,166.1
-135.0,333.0,164.1
-9.0,377.0,163.6
25.0,407.0,161.6
-34.0,399.0,160.9
-83.0,404.0,160.0
-10.0,443.0,158.8
-72.0,433.0,158.2
-67.0,420.0,157.2
-3.0,433.0,155.2
-20.0,430.0,154.0
40.0,481.0,151.4
166.0,547.0,148.4
122.0,526.0,147.0
197.0,510.0,144.9
305.0,598.0,143.3
251.0,620.0,142.7
279.0,505.0,142.5
297.0,473.0,142.1
265.0,476.0,142.2
258.0,558.0,143.2
270.0,680.0,143.9
265.0,654.0,144.5
325.0,709.0,146.8
278.0,848.0,152.3
-44.0,301.0,157.7
-139.0,164.0,176.0
-49.0,50.0,211.6
-31.0,-129.0,232.6
19.0,-43.0,262.2
-118.0,132.0,273.8
-57.0,84.0,276.9
62.0,98.0,274.5
158.0,63.0,244.5
163.0,-23.0,213.0
110.0,20.0,148.3
93.0,248.0,125.3
96.0,105.0,121.9
-149.0,251.0,119.5
-246.0,425.0,118.8
-175.0,325.0,118.8
-147.0,329.0,118.1
-62.0,378.0,115.9
112.0,346.0,114.4
185.0,345.0,111.3
215.0,309.0,108.9
221.0,303.0,108.1
291.0,396.0,107.1
355.0,762.0,104.6
277.0,471.0,101.1
8.0,336.0,86.2
-72.0,15.0,33.9
23.0,-202.0,-27.8
36.0,-88.0,-95.0
454.0,-308.0,-111.6
340.0,-163.0,-115.3
400.0,-137.0,-118.8
174.0,-89.0,-119.2
422.0,-195.0,-117.1
198.0,-229.0,-108.6
180.0,-232.0,-87.7
55.0,-50.0,-70.9
-266.0,-201.0,-27.7
-159.0,132.0,11.9
88.0,212.0,23.2
227.0,336.0,32.5
83.0,157.0,33.7
143.0,274.0,32.9
426.0,303.0,30.8
542.0,327.0,29.3
515.0,315.0,28.9
420.0,281.0,28.7
304.0,218.0,29.0
274.0,196.0,29.3
224.0,191.0,30.0
203.0,212.0,30.5
226.0,222.0,30.6
285.0,239.0,30.8
321.0,246.0,30.9
342.0,245.0,31.1
386.0,244.0,31.7
348.0,247.0,33.0
361.0,228.0,34.0
241.0,141.0,37.4
248.0,211.0,43.1
176.0,246.0,46.1
231.0,275.0,52.0
130.0,236.0,58.6
153.0,231.0,62.2
132.0,318.0,70.3
64.0,329.0,76.5
36.0,260.0,78.5
127.0,298.0,82.3
157.0,306.0,86.6
103.0,317.0,88.9
-,-,-
-112.0,412.0,131.2
-95.0,405.0,129.8
-37.0,433.0,127.1
73.0,512.0,125.8
289.0,509.0,124.7
307.0,558.0,125.5
98.0,463.0,128.1
115.0,426.0,131.3
98.0,390.0,133.1
110.0,404.0,136.1
114.0,405.0,138.9
93.0,374.0,140.4
87.0,404.0,143.0
70.0,416.0,144.5
-20.0,430.0,148.0
-93.0,436.0,152.0
-205.0,377.0,153.8
-187.0,399.0,156.0
-69.0,444.0,155.7
-20.0,456.0,155.0
26.0,456.0,153.5
38.0,437.0,151.7
25.0,388.0,150.9
135.0,550.0,149.5
178.0,629.0,148.8
221.0,625.0,148.7
209.0,593.0,148.9
263.0,578.0,148.8
225.0,548.0,149.0
191.0,560.0,149.5
178.0,513.0,150.3
160.0,619.0,150.8
48.0,486.0,152.1
167.0,762.0,154.0
96.0,492.0,155.7
-59.0,333.0,161.7
-207.0,485.0,171.0
-42.0,18.0,177.1
-173.0,306.0,189.9
-5.0,212.0,201.6
-177.0,357.0,207.0
-25.0,40.0,215.7
-59.0,327.0,221.0
-30.0,247.0,222.8
-25.0,118.0,221.2
21.0,-186.0,203.2
60.0,190.0,188.2
-16.0,134.0,162.2
-39.0,79.0,147.0
-116.0,408.0,148.8
-188.0,234.0,137.2
-177.0,644.0,135.4
-201.0,236.0,135.1
-145.0,205.0,134.4
20.0,276.0,132.9
37.0,282.0,132.0
214.0,606.0,130.2
129.0,344.0,128.5
195.0,560.0,127.5
93.0,-327.0,122.6
-110.0,53.0,108.6
-49.0,50.0,88.1
73.0,-154.0,-33.5
285.0,75.0,-88.9
387.0,-284.0,-98.5
265.0,68.0,-106.9
296.0,103.0,-110.6
171.0,-55.0,-112.4
292.0,-232.0,-109.3
